iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
EUPATH_0009247_5_5_1_2	5.5.1.2: 3-carboxy-cis,cis-muconate cycloisomerase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.101862	22.7692	2.04545852631579	0.327662	0.884848	0.22606	19			
EUPATH_0009247_5_99_1_4	5.99.1.4: 2-hydroxychromene-2-carboxylate isomerase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.499262	27.3074	10.4482906666667	3.53821	15.422805	2.018736	3	["0.499262","3.538210","27.307400"]		
EUPATH_0009247_6_1_1_14	6.1.1.14: Glycine--tRNA ligase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	25.1629	982.048122	443.789357122117	456.953269	585.804301	250.473581	737			
EUPATH_0009247_6_1_1_23	6.1.1.23: Aspartate--tRNA(Asn) ligase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.468861	332.493579	99.383040745938	100.635963	144.535213	39.655941	677			
EUPATH_0009247_6_2_1_12	6.2.1.12: 4-coumarate--CoA ligase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.062255	0.25918	0.15920933333333	0.156018	0.185219	0.140775	9	["0.062255","0.088731","0.140775","0.154290","0.156018","0.158973","0.185219","0.227443","0.259180"]		
EUPATH_0009247_6_2_1_25	6.2.1.25: Benzoate--CoA ligase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.077952	306.357	30.6514428518519	10.812	27.901375	1.805255	27			
EUPATH_0009247_6_3_1_13	6.3.1.13: ligase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.372793	238.6613	33.6713866572052	18.53295	45.88731	4.83576	458			
EUPATH_0009247_6_3_1_20	6.3.1.20	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.112589	781.458	61.5108936789555	47.580183	86.058695	17.233685	651			
EUPATH_0009247_6_3_2_2	6.3.2.2: Glutamate--cysteine ligase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.05288	603.1611	155.916483411585	162.8051675	243.7306915	30.177425	656			
EUPATH_0009247_6_3_2_28	6.3.2.28: Transferred entry: 6.3.2.49	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.111397	18.9878	3.38439897263682	2.299385	4.356	1.20496	402			
EUPATH_0009247_6_3_2_49	6.3.2.49: L-alanine--L-anticapsin ligase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.059006	464.946	37.3652807624113	2.3420745	38.0844	0.442376	282			
EUPATH_0009247_6_3_2_6	6.3.2.6: Phosphoribosylaminoimidazolesuccinocarboxamide synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.982357	697.32489	286.456495695779	308.65051	372.508887	188.9354355	687			
EUPATH_0009247_6_3_2_8	6.3.2.8: UDP-N-acetylmuramate--L-alanine ligase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	10.4224	551.297	251.786535209302	254.282855	313.166192	185.432745	731			
EUPATH_0009247_6_3_4_13	6.3.4.13: Phosphoribosylamine--glycine ligase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.425975	467.60229	241.347931180375	243.679075	311.651373	171.856755	693			
EUPATH_0009247_6_3_5_12	6.3.5.12	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.064299	1.469	0.36003875	0.1725815	0.4950045	0.088442	12			
EUPATH_0009247_6_3_5_6	6.3.5.6: Asparaginyl-tRNA synthase (glutamine-hydrolyzing)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.058716	158.604537	5.26120679640719	2.214872	5.60821	0.912816	501			
EUPATH_0009247_6_3_5_9	6.3.5.9: Hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.099986	322.8128	32.1041786497326	10.6637375	40.02601	2.29282	374			
EUPATH_0009247_6_4_1_2	6.4.1.2: Acetyl-CoA carboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.870501	756.803	212.352360502915	192.645144	265.768643	132.381776	686			
EUPATH_0009247_6_4_1_5	6.4.1.5: Geranoyl-CoA carboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	1.19141	1.19141	1.19141	1.19141			1	["1.191410"]		
EUPATH_0009247_6_4_1_6	6.4.1.6: Acetone carboxylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.083784	2.701116	0.527281015625	0.348817	0.62372	0.2164045	64			
EUPATH_0009247_6_5_1_3	6.5.1.3: RNA ligase (ATP)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.077199	9.79877	1.83727550980392	1.299875	2.459605	0.6332825	204			
EUPATH_0009247_6_6_1_2	6.6.1.2: Cobaltochelatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.082051	72.355801	14.8393306660079	9.002505	23.352078	2.18538	506			
EUPATH_0009247_7_1_1_1	7.1.1.1	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.04797	406.83487	89.9478407613445	74.490914	131.1257795	30.75295	595			
EUPATH_0009247_7_6_2_7	7.6.2.7	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.063646	0.294031	0.13590975	0.1158145	0.17641	0.072576	8	["0.063646","0.072387","0.072765","0.113096","0.118533","0.155901","0.196919","0.294031"]		
EUPATH_0009247_1_10_3_10	1.10.3.10: Ubiquinol oxidase (H(+)-transporting)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.143615	158.078	12.1548565732218	6.20259	16.777821	2.21586	478			
EUPATH_0009247_1_10_3_3	1.10.3.3: L-ascorbate oxidase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.275424	0.275424	0.275424	0.275424			1	["0.275424"]		
EUPATH_0009247_1_11_1_22	1.11.1.22: Hydroperoxy fatty acid reductase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.15526	1.00749	0.45989555555556	0.354638	0.47792	0.256049	9	["0.155260","0.166739","0.256049","0.317655","0.354638","0.421412","0.477920","0.981897","1.007490"]		
EUPATH_0009247_1_12_7_2	1.12.7.2: Ferredoxin hydrogenase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.181841	224.96119	50.4783089421338	41.8373	74.49991	14.59584	553			
EUPATH_0009247_1_12_98_2	1.12.98.2: 5,10-methenyltetrahydromethanopterin hydrogenase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.064602	1.36286	0.30010018181818	0.140081	0.338284	0.0962775	11			
EUPATH_0009247_1_12_99_6	1.12.99.6: Hydrogenase (acceptor)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.063698	649.727584	57.2085501001789	49.17828	83.5132955	12.0002505	559			
EUPATH_0009247_1_13_11_3	1.13.11.3: Protocatechuate 3,4-dioxygenase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay	A data item that is the output of a metagenome pathway and function analysis for the number of copies of genes annotated at the finest (4th level) EC classification.	0.196992	8.67827	2.02706985714286	1.157817	1.365605	0.7126	7	["0.196992","0.496324","0.928876","1.157817","1.290140","1.441070","8.678270"]		
